RepeaterID,trustee,operator,output_freq,offset,offset_freq,pl,dcs,Club,Descr,lng,lat,City,State,ZIP,range,Notes,Tags,rpt_type,LastUpdate,Country,rxheight,rxgain,txheight,txgain,txpower
"12825","N5JRF","",145.49,"-",-0.6,192.8,0,"","",-98.668333,33.951389,"Iowa Park","TX","",30,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"11825","KB5LLI","",147.255,"+",0.6,192.8,0,"","",-98.6805725097656,34.2345123623699,"Grandfield","OK","",40,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"15926","WX5LAW","",442.2,"+",5,123,0,"Lawton Independent Repeater Alliance","",-98.7216424942,34.2158478611,"Grandfield","OK","",50,"",""," ","2010-01-05 11:43:58","USA",1462,8,1462,8,75
"13083","NC5Z","",147.02,"+",0.6,0,0,"","",-99.264722,34.154444,"Vernon","TX","",30,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"5804","NC5Z","",444.15,"+",5,0,0,"","",-99.264722,34.154444,"Vernon","TX","",20,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"13084","N5LEZ","",147.16,"+",0.6,192.8,0,"","",-99.264722,34.154444,"Vernon","TX","",30,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"4680","WX5LAW","",443.3,"+",5,0,0,"Lawton Independent Repeater Alliance","",-99.1484355926514,34.6950497965519,"Headrick","OK","",60,"",""," ","2010-01-01 23:14:13","USA",2100,6,2100,6,15
"22046","N5VX","WX5ASA",146.79,"-",-0.6,100,0,"Altus Skywarn Association","wx5asa.blogspot.com",-99.1488647460938,34.6896863475893,"Altus","OK","73521",50,"","","P","2012-09-22 23:42:40","US",0,0,0,0,0
"22047","N5VX","WX5ASA",147.285,"+",0.6,100,0,"Altus Skywarn Association","",-99.3390655517578,34.6346203413782,"Altus","OK","73521",30,"",""," ","2013-01-22 13:30:33","US",150,3,150,3,50
"11845","KB5LLI","",146.715,"-",-0.6,0,0,"SWIRA","",-99.380278,34.962222,"Granite","OK","",50,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"26628","WA5TDT","WA5TDT",445.9125," ",0,85.4,0,"","Remote Base",-99.7492375379,34.2991673901,"Quanah","TX","79252",40,"","","R","2011-02-24 01:50:42","USA",75,6,75,6,50
"26629","WA5TDT","WA5TDT",445.9125," ",0,85.4,0,"","Remote Base",-100.003000261,34.2977847256,"Paducah","TX","",40,"","","R","2011-02-24 01:20:37","USA",75,6,75,6,50
"26626","WA5TDT","WA5TDT",445.9125," ",0,85.4,0,"","Remote Base",-100.159980298,34.3791104619,"Childress","TX","",50,"","","R","2011-02-24 00:50:47","",75,6,75,6,50
"12627","N5OX","",146.96,"-",-0.6,0,0,"","",-100.203611,34.426389,"Childress","TX","",30,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"12948","KE5ZR","",146.9,"-",-0.6,0,0,"W5TSV","",-101.026781201363,35.5082866036758,"Pampa","TX","",35,"",""," ","2010-01-04 11:02:42","USA",400,9,400,9,100
"15172","N5LTZ","N5LTZ",444.4,"+",5,88.5,0,"","",-101.026792377124,35.5082866036758,"Pampa","TX","",40,"",""," ","2010-01-05 05:15:43","USA",300,7,300,7,100
"25901","WX5CRI","",444.575,"+",5,88.5,0,"","",-101.563539505,34.8228931875,"Wayside","TX","",40,"",""," ","2010-01-06 21:44:27","USA",350,6,350,6,70
"12590","KA5VVS","",147.06,"+",0.6,0,0,"Northwest Texas ARC","",-101.445178985596,35.6355347166026,"Borger","TX","79007",35,"",""," ","2010-01-07 13:13:40","USA",150,0,0,0,28
"12537","N5ZLU","",146.74,"-",-0.6,88.5,0,"","",-101.815122663975,35.1000292988439,"Amarillo","TX","",30,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"5262","N5LUL","",441.65,"+",4,0,0,"","",-101.830833,35.221944,"Amarillo","TX","",20,"","","D","2009-12-27 15:57:23","USA",0,0,0,0,0
"12538","N5LTZ","",146.92,"-",-0.6,0,0,"","",-101.830833,35.221944,"Amarillo","TX","",30,"","","D","2009-12-27 15:57:23","USA",0,0,0,0,0
"5266","W5WX","",444.475,"+",5,88.5,0,"","",-101.830833,35.221944,"Amarillo","TX","",20,"","","D","2009-12-27 15:57:23","USA",0,0,0,0,0
"5264","N5LTZ","N5LTZ",444.2,"+",5,88.5,0,"","",-101.847247481346,35.2390691698093,"Amarillo","TX","",40,"",""," ","2010-01-02 02:52:34","USA",350,7,350,7,140
"14819","KA3IDN","",927.1625,"-",-25,151.4,0,"","",-101.847247481346,35.2390691698093,"Amarillo","TX","",20,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"14812","WR5FM","",444.525,"+",5,146.2,0,"","",-101.860449314117,35.223728447525,"Amarillo","TX","",30,"",""," ","2009-12-27 15:57:23","USA",,,,,
"5263","KC5EZO","",444.05,"+",5,88.5,0,"","",-101.900664,35.134531,"Amarillo","TX","79109",30,"",""," ","2009-12-27 15:57:23","USA",,,,,
"12536","W5WX","",146.66,"-",-0.6,88.5,0,"","",-101.953838467598,35.17355837718,"Amarillo","TX","",30,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"5265","N5LTZ","N5LTZ",443.65,"+",5,88.5,0,"","",-101.951193809509,35.0000988352274,"Canyon","TX","",40,"",""," ","2010-01-02 03:14:15","USA",400,7,400,7,100
"14811","N5LUL","",52.65,"-",-1.15,127.3,0,"","",-101.882593631744,35.3749317835464,"Amarillo","TX","",60,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"12539","W5WX","",146.94,"-",-0.6,88.5,0,"","",-101.882593631744,35.3749317835464,"Amarillo","TX","",30,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"14914","N5LTZ","N5LTZ",444.35,"+",5,88.5,0,"","",-101.964733,35.920784,"Dumas","TX","",40,"",""," ","2010-01-02 03:26:26","USA",350,6,350,6,100
"12686","AD5GJ","",147.14,"+",0.6,88.5,0,"","",-101.972778,35.865556,"Dumas","TX","",30,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"11049","N5BOP","",146.85,"-",-0.6,100,0,"","",-103.833611,36.761111,"Des Moines","NM","",30,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"3840","N5BOP","",444.8,"+",5,77,0,"","",-103.833611,36.761111,"Des Moines","NM","",20,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"11086","NM5ML","",147.28,"+",0.6,100,0,"","",-104.438611,36.903333,"Raton","NM","",30,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"971","KC0CVU","",449.6,"-",-5,107.2,0,"","",-104.474047422409,36.9924844390071,"Trinidad","CO","",20,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"14824","KE5CJ","",145.15,"-",-0.6,0,0,"","",-104.521404504776,37.1691741691305,"Trinidad","CO","81082",20,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"26335","KD0LDY","KD0LDY",444.1,"+",5,199.5,0,"","Private Repeater",-104.781793445,37.6319916176,"Walsenburg","Colorado","81089",20,"","","H","2010-08-23 21:42:25","USA",350,7,350,7,50
"966","K9ROD","",447.45,"-",-5,123,0,"Privately Owned","",-104.932050704956,37.9080099267255,"Rye","CO","81069",15,"",""," ","2009-12-27 15:57:23","USA",,,,,
"974","KB0TUC","",448.15,"-",-5,103.5,0,"","",-105.465278,38.134722,"Westcliffe","CO","",20,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"898","KB0SRJ","",448.45,"-",-5,0,0,"","",-105.04441,38.840597,"Colorado Springs","CO","",140,"",""," ","2013-01-21 23:18:05","USA",100,6,100,6,50
"14792","N9GDM","",147.075,"+",0.6,67,0,"MIKE'S REPEATER","",-105.367126464844,39.4743654748612,"CONIFER","CO","80433",80,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"967","KC0CVU","",449.65,"-",-5,0,0,"","",-105.998333,38.534722,"Salida","CO","",20,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
"948","K5GF","",449.95,"-",-5,0,0,"","",-106.924722,38.545833,"Gunnison","CO","",20,"",""," ","2009-12-27 15:57:23","USA",0,0,0,0,0
